ObjectId,Date,Daily_Cases,Cumulative_Cases,Recoveries,Total_Recoveries,Deaths,Total_Deaths,New_ICU_Admissions,Current_ICU___Total,Current_ICU___Active,Cumulative_ICU_Admissions,New_IP_Admissions_Total,Current_Hospitalizations___Tota,Current_Hospitalizations___Acti,Cumulative_IP_Admissions,Non_ICU_Hospitalizations___Acti,Active_Cases__not_hospitalized_,Positivity_Rate,Daily_Tests,Cumulative_Tests
235,2020/10/30 05:00:00+00,231,5754,93,3052,7,74,2,21,16,71,13,123,110,463,94,2518,8.8,2622,256755
236,2020/10/31 05:00:00+00,402,6156,85,3137,8,82,3,22,17,74,17,136,123,480,106,2814,8.8,4048,260803
237,2020/11/01 05:00:00+00,141,6297,46,3183,2,84,0,21,16,74,11,143,130,491,114,2900,8.9,2741,263544
238,2020/11/02 06:00:00+00,197,6494,68,3251,9,93,3,22,17,77,16,150,135,507,118,3015,8.6,2590,266134
239,2020/11/03 06:00:00+00,285,6779,91,3342,4,97,3,24,18,80,20,162,142,527,124,3198,8.7,3503,269637
240,2020/11/04 06:00:00+00,449,7228,111,3453,5,102,3,25,18,83,20,174,153,547,135,3520,8.8,4151,273788
241,2020/11/05 06:00:00+00,227,7455,145,3598,8,110,1,24,17,84,20,181,160,567,143,3587,8.8,3500,277288
242,2020/11/06 06:00:00+00,314,7769,98,3696,8,118,5,27,21,89,26,182,163,593,142,3792,9.2,4427,281715
243,2020/11/07 06:00:00+00,450,8219,87,3783,4,122,4,30,24,93,24,195,174,617,150,4140,9.1,3745,285460
244,2020/11/08 06:00:00+00,343,8562,97,3880,8,130,4,32,27,97,14,208,188,631,161,4364,9.4,3431,288891
245,2020/11/09 06:00:00+00,344,8906,153,4033,6,136,5,35,31,102,27,222,198,658,167,4539,10.3,2188,291079
246,2020/11/10 06:00:00+00,508,9414,147,4180,11,147,3,35,31,105,29,232,206,687,175,4881,10.6,5424,296503
247,2020/11/11 06:00:00+00,434,9848,139,4319,9,156,4,38,34,109,25,242,211,712,177,5162,11,3768,300271
248,2020/11/12 06:00:00+00,409,10257,173,4492,7,163,4,40,36,113,25,249,217,737,181,5385,11.8,3855,304126
249,2020/11/13 06:00:00+00,369,10626,194,4686,7,170,2,40,35,115,30,243,212,767,177,5558,12.3,2991,307117
250,2020/11/14 06:00:00+00,443,11069,191,4877,6,176,6,45,39,121,26,255,226,793,187,5790,12.4,2771,309888
251,2020/11/15 06:00:00+00,350,11419,139,5016,9,185,10,51,45,131,28,277,244,821,199,5974,12.9,2418,312306
252,2020/11/16 06:00:00+00,306,11725,166,5182,10,195,4,52,46,135,29,285,249,850,203,6099,13.5,3146,315452
253,2020/11/17 06:00:00+00,417,12142,157,5339,8,203,2,50,44,137,21,298,259,871,215,6341,13.9,3166,318618
254,2020/11/18 06:00:00+00,442,12584,221,5560,10,213,3,49,43,140,20,304,261,891,218,6550,13.9,3357,321975
255,2020/11/19 06:00:00+00,431,13015,250,5810,8,221,2,46,40,142,28,324,276,919,236,6708,13.5,3172,325147
256,2020/11/20 06:00:00+00,352,13367,241,6051,13,234,3,48,41,145,26,323,270,945,229,6812,13.5,3248,328395
257,2020/11/21 06:00:00+00,247,13614,151,6202,12,246,3,48,41,148,29,328,279,974,238,6887,13.5,3026,331421
258,2020/11/22 06:00:00+00,593,14207,243,6445,6,252,9,55,47,157,18,340,289,992,242,7221,13.6,3089,334510
259,2020/11/23 06:00:00+00,432,14639,281,6726,15,267,4,55,48,161,38,352,292,1030,244,7354,13.8,3568,338078
260,2020/11/24 06:00:00+00,340,14979,230,6956,15,282,4,53,46,165,35,360,301,1065,255,7440,13.7,2916,340994
261,2020/11/25 06:00:00+00,381,15360,242,7198,9,291,9,52,45,174,29,367,309,1094,264,7562,14.1,2180,343174
262,2020/11/26 06:00:00+00,320,15680,234,7432,12,303,4,49,41,178,30,375,318,1124,277,7627,14,3483,346657
263,2020/11/27 06:00:00+00,492,16172,329,7761,12,315,5,50,43,183,23,389,332,1147,289,7764,13.9,2955,349612
264,2020/11/28 06:00:00+00,341,16513,222,7983,11,326,2,46,39,185,23,400,342,1170,303,7862,13.3,3212,352824
265,2020/11/29 06:00:00+00,353,16866,276,8259,11,337,4,47,41,189,19,409,346,1189,305,7924,13.2,2757,355581
266,2020/11/30 06:00:00+00,256,17122,406,8665,18,355,3,46,40,192,17,396,331,1206,291,7771,12.9,2284,357865
267,2020/12/01 06:00:00+00,292,17414,210,8875,16,371,8,50,43,200,27,419,353,1233,310,7815,13.2,2266,360131
268,2020/12/02 06:00:00+00,369,17783,206,9081,11,382,8,54,46,208,17,422,349,1250,303,7971,13.1,2933,363064
269,2020/12/03 06:00:00+00,322,18105,274,9355,14,396,8,58,48,216,33,432,353,1283,305,8001,13.7,3241,366305
270,2020/12/04 06:00:00+00,402,18507,343,9698,13,409,8,62,53,224,25,439,355,1308,302,8045,13.8,3048,369353
271,2020/12/05 06:00:00+00,368,18875,217,9915,17,426,4,59,49,228,24,442,359,1332,310,8175,14,2279,371632
272,2020/12/06 06:00:00+00,272,19147,3694,13609,12,438,4,59,45,232,18,441,313,1350,268,4787,13.9,1896,373528
273,2020/12/07 06:00:00+00,260,19407,335,13944,9,447,3,61,45,235,22,441,316,1372,271,4700,13.6,2357,375885
274,2020/12/08 06:00:00+00,257,19664,302,14246,15,462,3,58,43,238,27,435,311,1399,268,4645,13.4,2348,378233
275,2020/12/09 06:00:00+00,309,19973,264,14510,10,472,4,60,44,242,18,431,313,1417,269,4678,13.3,2563,380796
276,2020/12/10 06:00:00+00,449,20422,356,14866,15,487,5,60,45,247,23,433,301,1440,256,4768,13.7,2730,383526
277,2020/12/11 06:00:00+00,373,20795,277,15143,15,502,3,54,39,250,18,419,293,1458,254,4857,13.7,2817,386343
278,2020/12/12 06:00:00+00,246,21041,220,15363,10,512,3,49,36,253,20,423,299,1478,263,4867,13.7,2162,388505
279,2020/12/13 06:00:00+00,244,21285,235,15598,11,523,6,51,37,259,24,428,303,1502,266,4861,13.6,2140,390645
280,2020/12/14 06:00:00+00,260,21545,356,15954,15,538,2,52,39,261,14,423,302,1516,263,4751,14.2,1561,392206
281,2020/12/15 06:00:00+00,285,21830,253,16207,14,552,4,51,38,265,22,428,309,1538,271,4762,13.5,2442,394648
282,2020/12/16 06:00:00+00,224,22054,241,16448,17,569,4,48,37,269,13,413,298,1551,261,4739,13,2260,396908
283,2020/12/17 06:00:00+00,348,22402,606,17054,11,580,2,48,37,271,17,408,293,1568,256,4475,13.6,2170,399078
284,2020/12/18 06:00:00+00,240,22642,167,17221,4,584,5,53,42,276,17,400,286,1585,244,4551,13.2,2506,401584
285,2020/12/19 06:00:00+00,223,22865,151,17372,10,594,3,51,40,279,17,405,288,1602,248,4611,12.2,2302,403886
286,2020/12/20 06:00:00+00,168,23033,139,17511,6,600,4,53,40,283,16,414,299,1618,259,4623,11.5,1957,405843
287,2020/12/21 06:00:00+00,153,23186,1450,18961,15,615,1,47,36,284,17,410,261,1635,225,3349,11.5,1498,407341
288,2020/12/22 06:00:00+00,202,23388,168,19129,9,624,1,45,33,285,16,393,247,1651,214,3388,10.4,2219,409560
289,2020/12/23 06:00:00+00,241,23629,163,19292,14,638,5,41,32,290,13,379,244,1664,212,3455,10.6,2165,411725
290,2020/12/24 06:00:00+00,176,23805,170,19462,13,651,3,37,28,293,13,372,239,1677,211,3453,10.6,1716,413441
291,2020/12/25 06:00:00+00,198,24003,149,19611,5,656,2,37,29,295,13,376,242,1690,213,3494,11.8,1323,414764
292,2020/12/26 06:00:00+00,146,24149,138,19749,12,668,1,38,29,296,12,380,242,1702,213,3490,12,1239,416003
293,2020/12/27 06:00:00+00,116,24265,138,19887,5,673,3,39,30,299,8,381,236,1710,206,3469,12.6,1080,417083
294,2020/12/28 06:00:00+00,124,24389,149,20036,5,678,3,41,32,302,10,374,231,1720,199,3444,12.5,1372,418455
295,2020/12/29 06:00:00+00,125,24514,87,20123,3,681,0,40,31,302,13,369,235,1733,204,3475,12.6,1193,419648
296,2020/12/30 06:00:00+00,185,24699,118,20241,3,684,1,38,29,303,17,368,233,1750,204,3541,11.2,2106,421754
297,2020/12/31 06:00:00+00,154,24853,116,20357,7,691,4,39,30,307,12,357,223,1762,193,3582,10.7,1486,423240
298,2021/01/01 06:00:00+00,180,25033,160,20517,7,698,4,41,30,311,13,365,228,1775,198,3590,10.3,1978,425218
299,2021/01/02 06:00:00+00,94,25127,174,20691,3,701,4,42,32,315,12,373,232,1787,200,3503,10.3,1079,426297
300,2021/01/03 06:00:00+00,122,25249,109,20800,4,705,2,43,32,317,7,372,229,1794,197,3515,10.6,1284,427581
301,2021/01/04 06:00:00+00,131,25380,95,20895,9,714,1,40,30,318,12,367,225,1806,195,3546,10.6,1265,428846
302,2021/01/05 06:00:00+00,185,25565,89,20984,9,723,3,40,30,321,11,353,211,1817,181,3647,10.3,1868,430714
303,2021/01/06 06:00:00+00,179,25744,104,21088,8,731,0,36,27,321,9,346,209,1826,182,3716,9.9,2133,432847
304,2021/01/07 06:00:00+00,226,25970,142,21230,7,738,0,32,23,321,10,341,204,1836,181,3798,10.1,2390,435237
305,2021/01/08 06:00:00+00,200,26170,121,21351,6,744,5,35,26,326,18,344,213,1854,187,3862,9.9,2182,437419
306,2021/01/09 06:00:00+00,140,26310,101,21452,5,749,4,37,29,330,7,344,212,1861,183,3897,10,1557,438976
307,2021/01/10 06:00:00+00,135,26445,1331,22783,3,752,1,36,20,331,10,347,156,1871,136,2754,10,1569,440545
308,2021/01/11 06:00:00+00,103,26548,229,23012,5,757,5,38,22,336,10,338,139,1881,117,2640,10.1,1369,441914
309,2021/01/12 06:00:00+00,149,26697,283,23295,7,764,1,37,16,337,11,323,122,1892,106,2516,9.6,1778,443692
310,2021/01/13 06:00:00+00,257,26954,244,23539,1,765,3,39,16,340,7,327,125,1899,109,2525,10,2351,446043
311,2021/01/14 06:00:00+00,189,27143,112,23651,3,768,3,38,15,343,9,321,125,1908,110,2599,10,2025,448068
312,2021/01/15 06:00:00+00,179,27322,86,23737,6,774,1,37,16,344,17,317,132,1925,116,2679,10.4,2059,450127
313,2021/01/16 06:00:00+00,183,27505,84,23821,5,779,4,37,19,348,15,325,144,1940,125,2761,10.7,2067,452194
314,2021/01/17 06:00:00+00,121,27626,93,23914,6,785,5,37,21,353,15,325,143,1955,122,2784,10.9,1333,453527
315,2021/01/18 06:00:00+00,113,27739,119,24033,7,792,1,37,20,354,10,315,138,1965,118,2776,10.3,1471,454998
316,2021/01/19 06:00:00+00,161,27900,69,24102,7,799,3,36,20,357,9,306,134,1974,114,2865,9.9,1915,456913
317,2021/01/20 06:00:00+00,216,28116,119,24221,1,800,3,37,21,360,11,303,133,1985,112,2962,9.5,2273,459186
318,2021/01/21 06:00:00+00,183,28299,111,24332,5,805,0,34,20,360,17,304,142,2002,122,3020,9.3,2069,461255
319,2021/01/22 06:00:00+00,212,28511,97,24429,5,810,2,32,18,362,16,301,139,2018,121,3133,9.8,1835,463090
320,2021/01/23 06:00:00+00,224,28735,93,24522,2,812,3,35,20,365,13,305,147,2031,127,3254,10.7,1965,465055
321,2021/01/24 06:00:00+00,131,28866,84,24606,6,818,3,31,17,368,10,305,147,2041,130,3295,10.7,1621,466676
322,2021/01/25 06:00:00+00,64,28930,126,24732,5,823,4,33,20,372,13,297,137,2054,117,3238,10.3,1118,467794
323,2021/01/26 06:00:00+00,88,29018,109,24841,6,829,1,31,19,373,10,288,123,2064,104,3225,9.7,1578,469372
324,2021/01/27 06:00:00+00,133,29151,116,24957,2,831,1,30,18,374,10,283,123,2074,105,3240,8.7,2264,471636
325,2021/01/28 06:00:00+00,167,29318,100,25057,3,834,3,32,21,377,9,279,121,2083,100,3306,7.6,2177,473813
326,2021/01/29 06:00:00+00,161,29479,150,25207,2,836,4,34,23,381,18,277,119,2101,96,3317,7.3,1947,475760
327,2021/01/30 06:00:00+00,104,29583,125,25332,5,841,3,34,23,384,3,268,110,2104,87,3300,7.9,1472,477232
328,2021/01/31 06:00:00+00,89,29672,125,25457,2,843,1,33,22,385,11,266,108,2115,86,3264,7.8,1646,478878
329,2021/02/01 06:00:00+00,100,29772,137,25594,2,845,0,29,17,385,8,267,105,2123,88,3228,7.6,1414,480292
330,2021/02/02 06:00:00+00,113,29885,99,25693,3,848,1,27,15,386,10,270,112,2133,97,3232,7,1840,482132
331,2021/02/03 06:00:00+00,96,29981,127,25820,1,849,2,27,16,388,9,271,116,2142,100,3196,6.7,2184,484316
332,2021/02/04 06:00:00+00,101,30082,90,25910,7,856,1,28,17,389,11,269,118,2153,101,3198,6,2242,486558
333,2021/02/05 06:00:00+00,86,30168,175,26085,4,860,5,32,21,394,14,262,111,2167,90,3112,6.1,1530,488088
334,2021/02/06 06:00:00+00,78,30246,108,26193,2,862,0,29,18,394,10,265,112,2177,94,3079,6.1,1435,489523
335,2021/02/07 06:00:00+00,50,30296,1537,27730,3,865,1,28,15,395,7,276,107,2184,92,1594,5.9,1379,490902
336,2021/02/08 06:00:00+00,73,30369,95,27825,6,871,0,26,13,395,8,271,106,2192,93,1567,5.4,1323,492225
337,2021/02/09 06:00:00+00,52,30421,63,27888,2,873,2,27,14,397,5,260,99,2197,85,1561,5.2,1611,493836
338,2021/02/10 06:00:00+00,86,30507,67,27955,4,877,2,26,13,399,6,250,91,2203,78,1584,4.9,1894,495730
339,2021/02/11 06:00:00+00,83,30590,66,28021,2,879,1,23,12,400,8,248,92,2211,80,1598,4.8,1975,497705
340,2021/02/12 06:00:00+00,97,30687,53,28074,3,882,1,22,13,401,9,238,90,2220,77,1641,5,1561,499266
341,2021/02/13 06:00:00+00,79,30766,88,28162,3,885,2,23,14,403,3,235,86,2223,72,1633,5.2,1585,500851
342,2021/02/14 06:00:00+00,78,30844,76,28238,1,886,1,22,14,404,4,235,89,2227,75,1631,5.8,1289,502140
343,2021/02/15 06:00:00+00,115,30959,86,28324,2,888,1,23,15,405,5,243,92,2232,77,1655,5.9,1405,503545
344,2021/02/16 06:00:00+00,78,31037,139,28463,1,889,2,25,17,407,5,240,90,2237,73,1595,5.9,1145,504690
345,2021/02/17 06:00:00+00,110,31147,456,28919,3,892,2,25,17,409,6,231,86,2243,69,1250,6,1827,506517
346,2021/02/18 06:00:00+00,93,31240,78,28997,2,894,1,25,17,410,5,221,86,2248,69,1263,5.7,2389,508906
347,2021/02/19 06:00:00+00,91,31331,66,29063,1,895,2,26,19,412,3,211,86,2251,67,1287,5.3,1642,510548
348,2021/02/20 06:00:00+00,54,31385,85,29148,1,896,2,26,18,414,6,215,89,2257,71,1252,5.3,2065,512613
349,2021/02/21 06:00:00+00,104,31489,66,29214,2,898,1,27,19,415,7,214,86,2264,67,1291,5.4,1796,514409
350,2021/02/22 06:00:00+00,61,31550,67,29281,1,899,2,28,19,417,5,224,93,2269,74,1277,5,1393,515802
351,2021/02/23 06:00:00+00,39,31589,46,29327,2,901,0,24,16,417,3,216,90,2272,74,1271,4.6,1806,517608
352,2021/02/24 06:00:00+00,66,31655,53,29380,3,904,1,23,16,418,3,208,86,2275,70,1285,4.3,2296,519904
353,2021/02/25 06:00:00+00,69,31724,62,29442,1,905,0,21,14,418,8,201,81,2283,67,1296,3.9,1927,521831
354,2021/02/26 06:00:00+00,79,31803,77,29519,2,907,2,22,16,420,2,200,79,2285,63,1298,3.7,1681,523512
