"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-11-30,"BC","Northern","Northeast",5,5.14
2020-11-30,"BC","Northern","Northern Interior",30,17.71
2020-11-30,"BC","Northern","Northwest",9,7.57
2020-11-30,"BC","Northern","Unknown",0,0
2020-11-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-11-30,"BC","Vancouver Coastal","All",120,142.71
2020-11-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",33,30
2020-11-30,"BC","Vancouver Coastal","Richmond",16,16.29
2020-11-30,"BC","Vancouver Coastal","Unknown",0,0.29
2020-11-30,"BC","Vancouver Coastal","Vancouver",71,96.14
2020-11-30,"BC","Vancouver Island","All",9,19.71
2020-11-30,"BC","Vancouver Island","Central Vancouver Island",6,10.14
2020-11-30,"BC","Vancouver Island","North Vancouver Island",1,4.43
2020-11-30,"BC","Vancouver Island","South Vancouver Island",2,5.14
2020-11-30,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2020-12-01,"BC","All","All",773,730.71
2020-12-01,"BC","Fraser","All",493,472.71
2020-12-01,"BC","Fraser","Fraser East",97,73
2020-12-01,"BC","Fraser","Fraser North",81,78.14
2020-12-01,"BC","Fraser","Fraser South",315,321.43
2020-12-01,"BC","Fraser","Unknown",0,0.14
2020-12-01,"BC","Interior","All",78,69
2020-12-01,"BC","Interior","East Kootenay",4,5.57
2020-12-01,"BC","Interior","Kootenay Boundary",2,1.86
2020-12-01,"BC","Interior","Okanagan",64,53
2020-12-01,"BC","Interior","Thompson Cariboo Shuswap",8,8.57
2020-12-01,"BC","Northern","All",30,28.86
2020-12-01,"BC","Northern","Northeast",5,5.43
2020-12-01,"BC","Northern","Northern Interior",14,16.57
2020-12-01,"BC","Northern","Northwest",11,6.86
2020-12-01,"BC","Northern","Unknown",0,0
2020-12-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-01,"BC","Vancouver Coastal","All",156,141.57
2020-12-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",41,30.71
2020-12-01,"BC","Vancouver Coastal","Richmond",34,17.71
2020-12-01,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-01,"BC","Vancouver Coastal","Vancouver",81,92.86
2020-12-01,"BC","Vancouver Island","All",16,18.57
2020-12-01,"BC","Vancouver Island","Central Vancouver Island",7,9
2020-12-01,"BC","Vancouver Island","North Vancouver Island",2,4.29
2020-12-01,"BC","Vancouver Island","South Vancouver Island",7,5.29
2020-12-01,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-12-02,"BC","All","All",757,713.14
2020-12-02,"BC","Fraser","All",492,456.57
2020-12-02,"BC","Fraser","Fraser East",76,74.29
2020-12-02,"BC","Fraser","Fraser North",110,79.57
2020-12-02,"BC","Fraser","Fraser South",306,302.57
2020-12-02,"BC","Fraser","Unknown",0,0.14
2020-12-02,"BC","Interior","All",75,70.71
2020-12-02,"BC","Interior","East Kootenay",2,5
2020-12-02,"BC","Interior","Kootenay Boundary",2,2
2020-12-02,"BC","Interior","Okanagan",69,55
2020-12-02,"BC","Interior","Thompson Cariboo Shuswap",2,8.71
2020-12-02,"BC","Northern","All",44,30.14
2020-12-02,"BC","Northern","Northeast",8,5.43
2020-12-02,"BC","Northern","Northern Interior",32,18.57
2020-12-02,"BC","Northern","Northwest",4,6.14
2020-12-02,"BC","Northern","Unknown",0,0
2020-12-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-02,"BC","Vancouver Coastal","All",139,139.43
2020-12-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,29.71
2020-12-02,"BC","Vancouver Coastal","Richmond",12,16.71
2020-12-02,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-02,"BC","Vancouver Coastal","Vancouver",107,92.71
2020-12-02,"BC","Vancouver Island","All",7,16.29
2020-12-02,"BC","Vancouver Island","Central Vancouver Island",2,7.57
2020-12-02,"BC","Vancouver Island","North Vancouver Island",0,3.29
2020-12-02,"BC","Vancouver Island","South Vancouver Island",5,5.43
2020-12-02,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-12-03,"BC","All","All",684,702.71
2020-12-03,"BC","Fraser","All",432,447.14
2020-12-03,"BC","Fraser","Fraser East",67,72.71
2020-12-03,"BC","Fraser","Fraser North",84,79.14
2020-12-03,"BC","Fraser","Fraser South",281,295.29
2020-12-03,"BC","Fraser","Unknown",0,0
2020-12-03,"BC","Interior","All",74,73.14
2020-12-03,"BC","Interior","East Kootenay",4,4.43
2020-12-03,"BC","Interior","Kootenay Boundary",1,2
2020-12-03,"BC","Interior","Okanagan",64,59.43
2020-12-03,"BC","Interior","Thompson Cariboo Shuswap",5,7.29
2020-12-03,"BC","Northern","All",33,32
2020-12-03,"BC","Northern","Northeast",4,5
2020-12-03,"BC","Northern","Northern Interior",22,20.14
2020-12-03,"BC","Northern","Northwest",7,6.86
2020-12-03,"BC","Northern","Unknown",0,0
2020-12-03,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-03,"BC","Vancouver Coastal","All",131,134.43
2020-12-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",27,28.57
2020-12-03,"BC","Vancouver Coastal","Richmond",26,18.57
2020-12-03,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-03,"BC","Vancouver Coastal","Vancouver",78,87
2020-12-03,"BC","Vancouver Island","All",14,16
2020-12-03,"BC","Vancouver Island","Central Vancouver Island",5,7.43
2020-12-03,"BC","Vancouver Island","North Vancouver Island",1,2.57
2020-12-03,"BC","Vancouver Island","South Vancouver Island",8,6
2020-12-03,"Out of Canada","Out of Canada","Out of Canada",13,2.14
2020-12-04,"BC","All","All",587,685.86
2020-12-04,"BC","Fraser","All",352,438.43
2020-12-04,"BC","Fraser","Fraser East",57,72.14
2020-12-04,"BC","Fraser","Fraser North",76,79.86
2020-12-04,"BC","Fraser","Fraser South",219,286.43
2020-12-04,"BC","Fraser","Unknown",0,0
2020-12-04,"BC","Interior","All",68,70.29
2020-12-04,"BC","Interior","East Kootenay",2,3.71
2020-12-04,"BC","Interior","Kootenay Boundary",1,2
2020-12-04,"BC","Interior","Okanagan",56,58.14
2020-12-04,"BC","Interior","Thompson Cariboo Shuswap",9,6.43
2020-12-04,"BC","Northern","All",43,33.29
2020-12-04,"BC","Northern","Northeast",5,5
2020-12-04,"BC","Northern","Northern Interior",25,20.29
2020-12-04,"BC","Northern","Northwest",13,8
2020-12-04,"BC","Northern","Unknown",0,0
2020-12-04,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-04,"BC","Vancouver Coastal","All",111,129.14
2020-12-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,24.57
2020-12-04,"BC","Vancouver Coastal","Richmond",19,18.86
2020-12-04,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-04,"BC","Vancouver Coastal","Vancouver",82,85.43
2020-12-04,"BC","Vancouver Island","All",13,14.71
2020-12-04,"BC","Vancouver Island","Central Vancouver Island",1,6.14
2020-12-04,"BC","Vancouver Island","North Vancouver Island",7,2.71
2020-12-04,"BC","Vancouver Island","South Vancouver Island",5,5.86
2020-12-04,"Out of Canada","Out of Canada","Out of Canada",2,2.43
2020-12-05,"BC","All","All",776,679.86
2020-12-05,"BC","Fraser","All",519,428.43
2020-12-05,"BC","Fraser","Fraser East",100,75.43
2020-12-05,"BC","Fraser","Fraser North",117,81.71
2020-12-05,"BC","Fraser","Fraser South",302,271.29
2020-12-05,"BC","Fraser","Unknown",0,0
2020-12-05,"BC","Interior","All",87,76.14
2020-12-05,"BC","Interior","East Kootenay",2,3.14
2020-12-05,"BC","Interior","Kootenay Boundary",0,1.71
2020-12-05,"BC","Interior","Okanagan",77,64
2020-12-05,"BC","Interior","Thompson Cariboo Shuswap",8,7.29
2020-12-05,"BC","Northern","All",45,35.71
2020-12-05,"BC","Northern","Northeast",10,5.71
2020-12-05,"BC","Northern","Northern Interior",28,22.43
2020-12-05,"BC","Northern","Northwest",7,7.57
2020-12-05,"BC","Northern","Unknown",0,0
2020-12-05,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-05,"BC","Vancouver Coastal","All",116,127.57
2020-12-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,23.57
2020-12-05,"BC","Vancouver Coastal","Richmond",17,19.14
2020-12-05,"BC","Vancouver Coastal","Unknown",0,0
2020-12-05,"BC","Vancouver Coastal","Vancouver",85,84.86
2020-12-05,"BC","Vancouver Island","All",9,12
2020-12-05,"BC","Vancouver Island","Central Vancouver Island",4,4
2020-12-05,"BC","Vancouver Island","North Vancouver Island",3,2.86
2020-12-05,"BC","Vancouver Island","South Vancouver Island",2,5.14
2020-12-05,"Out of Canada","Out of Canada","Out of Canada",3,2.71
2020-12-06,"BC","All","All",572,670
2020-12-06,"BC","Fraser","All",364,419.14
2020-12-06,"BC","Fraser","Fraser East",61,75.43
2020-12-06,"BC","Fraser","Fraser North",80,84.71
2020-12-06,"BC","Fraser","Fraser South",223,259
2020-12-06,"BC","Fraser","Unknown",0,0
2020-12-06,"BC","Interior","All",72,77.14
2020-12-06,"BC","Interior","East Kootenay",3,2.71
2020-12-06,"BC","Interior","Kootenay Boundary",2,2
2020-12-06,"BC","Interior","Okanagan",66,66.71
2020-12-06,"BC","Interior","Thompson Cariboo Shuswap",1,5.71
2020-12-06,"BC","Northern","All",25,37.71
2020-12-06,"BC","Northern","Northeast",3,5.71
2020-12-06,"BC","Northern","Northern Interior",8,22.71
2020-12-06,"BC","Northern","Northwest",14,9.29
2020-12-06,"BC","Northern","Unknown",0,0
2020-12-06,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-06,"BC","Vancouver Coastal","All",98,124.43
2020-12-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,22.71
2020-12-06,"BC","Vancouver Coastal","Richmond",16,20
2020-12-06,"BC","Vancouver Coastal","Unknown",0,0
2020-12-06,"BC","Vancouver Coastal","Vancouver",68,81.71
2020-12-06,"BC","Vancouver Island","All",13,11.57
2020-12-06,"BC","Vancouver Island","Central Vancouver Island",8,4.71
2020-12-06,"BC","Vancouver Island","North Vancouver Island",1,2.14
2020-12-06,"BC","Vancouver Island","South Vancouver Island",4,4.71
2020-12-06,"Out of Canada","Out of Canada","Out of Canada",1,2.86
2020-12-07,"BC","All","All",580,675.57
2020-12-07,"BC","Fraser","All",388,434.29
2020-12-07,"BC","Fraser","Fraser East",70,75.43
2020-12-07,"BC","Fraser","Fraser North",71,88.43
2020-12-07,"BC","Fraser","Fraser South",247,270.43
2020-12-07,"BC","Fraser","Unknown",0,0
2020-12-07,"BC","Interior","All",53,72.43
2020-12-07,"BC","Interior","East Kootenay",2,2.71
2020-12-07,"BC","Interior","Kootenay Boundary",1,1.29
2020-12-07,"BC","Interior","Okanagan",46,63.14
2020-12-07,"BC","Interior","Thompson Cariboo Shuswap",4,5.29
2020-12-07,"BC","Northern","All",18,34
2020-12-07,"BC","Northern","Northeast",0,5
2020-12-07,"BC","Northern","Northern Interior",13,20.29
2020-12-07,"BC","Northern","Northwest",5,8.71
2020-12-07,"BC","Northern","Unknown",0,0
2020-12-07,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-07,"BC","Vancouver Coastal","All",104,122.14
2020-12-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,19.29
2020-12-07,"BC","Vancouver Coastal","Richmond",19,20.43
2020-12-07,"BC","Vancouver Coastal","Unknown",0,0
2020-12-07,"BC","Vancouver Coastal","Vancouver",76,82.43
2020-12-07,"BC","Vancouver Island","All",17,12.71
2020-12-07,"BC","Vancouver Island","Central Vancouver Island",9,5.14
2020-12-07,"BC","Vancouver Island","North Vancouver Island",2,2.29
2020-12-07,"BC","Vancouver Island","South Vancouver Island",6,5.29
2020-12-07,"Out of Canada","Out of Canada","Out of Canada",0,2.71
2020-12-08,"BC","All","All",661,659.57
2020-12-08,"BC","Fraser","All",370,416.71
2020-12-08,"BC","Fraser","Fraser East",66,71
2020-12-08,"BC","Fraser","Fraser North",80,88.29
2020-12-08,"BC","Fraser","Fraser South",224,257.43
2020-12-08,"BC","Fraser","Unknown",0,0
2020-12-08,"BC","Interior","All",105,76.29
2020-12-08,"BC","Interior","East Kootenay",6,3
2020-12-08,"BC","Interior","Kootenay Boundary",7,2
2020-12-08,"BC","Interior","Okanagan",82,65.71
2020-12-08,"BC","Interior","Thompson Cariboo Shuswap",10,5.57
2020-12-08,"BC","Northern","All",45,36.14
2020-12-08,"BC","Northern","Northeast",9,5.57
2020-12-08,"BC","Northern","Northern Interior",33,23
2020-12-08,"BC","Northern","Northwest",3,7.57
2020-12-08,"BC","Northern","Unknown",0,0
2020-12-08,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-08,"BC","Vancouver Coastal","All",134,119
2020-12-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",17,15.86
2020-12-08,"BC","Vancouver Coastal","Richmond",20,18.43
2020-12-08,"BC","Vancouver Coastal","Unknown",0,0
2020-12-08,"BC","Vancouver Coastal","Vancouver",97,84.71
2020-12-08,"BC","Vancouver Island","All",7,11.43
2020-12-08,"BC","Vancouver Island","Central Vancouver Island",3,4.57
2020-12-08,"BC","Vancouver Island","North Vancouver Island",1,2.14
2020-12-08,"BC","Vancouver Island","South Vancouver Island",3,4.71
2020-12-08,"Out of Canada","Out of Canada","Out of Canada",0,2.71
2020-12-09,"BC","All","All",763,660.43
2020-12-09,"BC","Fraser","All",485,415.71
2020-12-09,"BC","Fraser","Fraser East",78,71.29
2020-12-09,"BC","Fraser","Fraser North",115,89
2020-12-09,"BC","Fraser","Fraser South",292,255.43
2020-12-09,"BC","Fraser","Unknown",0,0
2020-12-09,"BC","Interior","All",85,77.71
2020-12-09,"BC","Interior","East Kootenay",3,3.14
2020-12-09,"BC","Interior","Kootenay Boundary",4,2.29
2020-12-09,"BC","Interior","Okanagan",74,66.43
2020-12-09,"BC","Interior","Thompson Cariboo Shuswap",4,5.86
2020-12-09,"BC","Northern","All",40,35.57
2020-12-09,"BC","Northern","Northeast",11,6
2020-12-09,"BC","Northern","Northern Interior",21,21.43
2020-12-09,"BC","Northern","Northwest",8,8.14
2020-12-09,"BC","Northern","Unknown",0,0
2020-12-09,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-09,"BC","Vancouver Coastal","All",144,119.71
2020-12-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",21,16
2020-12-09,"BC","Vancouver Coastal","Richmond",18,19.29
2020-12-09,"BC","Vancouver Coastal","Unknown",0,0
2020-12-09,"BC","Vancouver Coastal","Vancouver",105,84.43
2020-12-09,"BC","Vancouver Island","All",9,11.71
2020-12-09,"BC","Vancouver Island","Central Vancouver Island",7,5.29
2020-12-09,"BC","Vancouver Island","North Vancouver Island",1,2.29
2020-12-09,"BC","Vancouver Island","South Vancouver Island",1,4.14
2020-12-09,"Out of Canada","Out of Canada","Out of Canada",1,2.86
2020-12-10,"BC","All","All",774,673.29
2020-12-10,"BC","Fraser","All",497,425
2020-12-10,"BC","Fraser","Fraser East",87,74.14
2020-12-10,"BC","Fraser","Fraser North",80,88.43
2020-12-10,"BC","Fraser","Fraser South",330,262.43
2020-12-10,"BC","Fraser","Unknown",0,0
2020-12-10,"BC","Interior","All",111,83
2020-12-10,"BC","Interior","East Kootenay",4,3.14
2020-12-10,"BC","Interior","Kootenay Boundary",6,3
2020-12-10,"BC","Interior","Okanagan",90,70.14
2020-12-10,"BC","Interior","Thompson Cariboo Shuswap",11,6.71
2020-12-10,"BC","Northern","All",37,36.14
2020-12-10,"BC","Northern","Northeast",6,6.29
2020-12-10,"BC","Northern","Northern Interior",23,21.57
2020-12-10,"BC","Northern","Northwest",8,8.29
2020-12-10,"BC","Northern","Unknown",0,0
2020-12-10,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-10,"BC","Vancouver Coastal","All",123,118.57
2020-12-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,14.86
2020-12-10,"BC","Vancouver Coastal","Richmond",20,18.43
2020-12-10,"BC","Vancouver Coastal","Unknown",1,0.14
2020-12-10,"BC","Vancouver Coastal","Vancouver",83,85.14
2020-12-10,"BC","Vancouver Island","All",6,10.57
2020-12-10,"BC","Vancouver Island","Central Vancouver Island",5,5.29
2020-12-10,"BC","Vancouver Island","North Vancouver Island",0,2.14
2020-12-10,"BC","Vancouver Island","South Vancouver Island",1,3.14
2020-12-10,"Out of Canada","Out of Canada","Out of Canada",0,1
2020-12-11,"BC","All","All",714,691.43
2020-12-11,"BC","Fraser","All",474,442.43
2020-12-11,"BC","Fraser","Fraser East",76,76.86
2020-12-11,"BC","Fraser","Fraser North",121,94.86
2020-12-11,"BC","Fraser","Fraser South",277,270.71
2020-12-11,"BC","Fraser","Unknown",0,0
2020-12-11,"BC","Interior","All",83,85.14
2020-12-11,"BC","Interior","East Kootenay",5,3.57
2020-12-11,"BC","Interior","Kootenay Boundary",5,3.57
2020-12-11,"BC","Interior","Okanagan",69,72
2020-12-11,"BC","Interior","Thompson Cariboo Shuswap",4,6
2020-12-11,"BC","Northern","All",39,35.57
2020-12-11,"BC","Northern","Northeast",10,7
2020-12-11,"BC","Northern","Northern Interior",21,21
2020-12-11,"BC","Northern","Northwest",8,7.57
2020-12-11,"BC","Northern","Unknown",0,0
2020-12-11,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-11,"BC","Vancouver Coastal","All",108,118.14
2020-12-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",17,15.86
2020-12-11,"BC","Vancouver Coastal","Richmond",12,17.43
2020-12-11,"BC","Vancouver Coastal","Unknown",0,0.14
2020-12-11,"BC","Vancouver Coastal","Vancouver",79,84.71
2020-12-11,"BC","Vancouver Island","All",10,10.14
2020-12-11,"BC","Vancouver Island","Central Vancouver Island",5,5.86
2020-12-11,"BC","Vancouver Island","North Vancouver Island",4,1.71
2020-12-11,"BC","Vancouver Island","South Vancouver Island",1,2.57
2020-12-11,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-12-12,"BC","All","All",736,685.71
2020-12-12,"BC","Fraser","All",506,440.57
2020-12-12,"BC","Fraser","Fraser East",105,77.57
2020-12-12,"BC","Fraser","Fraser North",77,89.14
2020-12-12,"BC","Fraser","Fraser South",324,273.86
2020-12-12,"BC","Fraser","Unknown",0,0
2020-12-12,"BC","Interior","All",81,84.29
2020-12-12,"BC","Interior","East Kootenay",3,3.71
2020-12-12,"BC","Interior","Kootenay Boundary",2,3.86
2020-12-12,"BC","Interior","Okanagan",74,71.57
2020-12-12,"BC","Interior","Thompson Cariboo Shuswap",2,5.14
2020-12-12,"BC","Northern","All",42,35.14
2020-12-12,"BC","Northern","Northeast",6,6.43
2020-12-12,"BC","Northern","Northern Interior",26,20.71
2020-12-12,"BC","Northern","Northwest",10,8
2020-12-12,"BC","Northern","Unknown",0,0
2020-12-12,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-12,"BC","Vancouver Coastal","All",104,116.43
2020-12-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,16.57
2020-12-12,"BC","Vancouver Coastal","Richmond",13,16.86
2020-12-12,"BC","Vancouver Coastal","Unknown",0,0.14
2020-12-12,"BC","Vancouver Coastal","Vancouver",72,82.86
2020-12-12,"BC","Vancouver Island","All",3,9.29
2020-12-12,"BC","Vancouver Island","Central Vancouver Island",1,5.43
2020-12-12,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-12-12,"BC","Vancouver Island","South Vancouver Island",2,2.57
2020-12-12,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2020-12-13,"BC","All","All",564,684.57
2020-12-13,"BC","Fraser","All",352,438.86
2020-12-13,"BC","Fraser","Fraser East",78,80
2020-12-13,"BC","Fraser","Fraser North",55,85.57
2020-12-13,"BC","Fraser","Fraser South",219,273.29
2020-12-13,"BC","Fraser","Unknown",0,0
2020-12-13,"BC","Interior","All",67,83.57
2020-12-13,"BC","Interior","East Kootenay",5,4
2020-12-13,"BC","Interior","Kootenay Boundary",1,3.71
2020-12-13,"BC","Interior","Okanagan",52,69.57
2020-12-13,"BC","Interior","Thompson Cariboo Shuswap",9,6.29
2020-12-13,"BC","Northern","All",34,36.43
2020-12-13,"BC","Northern","Northeast",1,6.14
2020-12-13,"BC","Northern","Northern Interior",13,21.43
2020-12-13,"BC","Northern","Northwest",20,8.86
2020-12-13,"BC","Northern","Unknown",0,0
2020-12-13,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-13,"BC","Vancouver Coastal","All",95,116
2020-12-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,16.43
2020-12-13,"BC","Vancouver Coastal","Richmond",16,16.86
2020-12-13,"BC","Vancouver Coastal","Unknown",0,0.14
2020-12-13,"BC","Vancouver Coastal","Vancouver",66,82.57
2020-12-13,"BC","Vancouver Island","All",16,9.71
2020-12-13,"BC","Vancouver Island","Central Vancouver Island",7,5.29
2020-12-13,"BC","Vancouver Island","North Vancouver Island",3,1.57
2020-12-13,"BC","Vancouver Island","South Vancouver Island",6,2.86
2020-12-13,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-12-14,"BC","All","All",515,675.29
2020-12-14,"BC","Fraser","All",307,427.29
2020-12-14,"BC","Fraser","Fraser East",42,76
2020-12-14,"BC","Fraser","Fraser North",79,86.71
2020-12-14,"BC","Fraser","Fraser South",186,264.57
2020-12-14,"BC","Fraser","Unknown",0,0
2020-12-14,"BC","Interior","All",80,87.43
2020-12-14,"BC","Interior","East Kootenay",0,3.71
2020-12-14,"BC","Interior","Kootenay Boundary",2,3.86
2020-12-14,"BC","Interior","Okanagan",65,72.29
2020-12-14,"BC","Interior","Thompson Cariboo Shuswap",13,7.57
2020-12-14,"BC","Northern","All",31,38.29
2020-12-14,"BC","Northern","Northeast",4,6.71
2020-12-14,"BC","Northern","Northern Interior",25,23.14
2020-12-14,"BC","Northern","Northwest",2,8.43
2020-12-14,"BC","Northern","Unknown",0,0
2020-12-14,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-14,"BC","Vancouver Coastal","All",89,113.86
2020-12-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",21,18.14
2020-12-14,"BC","Vancouver Coastal","Richmond",5,14.86
2020-12-14,"BC","Vancouver Coastal","Unknown",1,0.29
2020-12-14,"BC","Vancouver Coastal","Vancouver",62,80.57
2020-12-14,"BC","Vancouver Island","All",8,8.43
2020-12-14,"BC","Vancouver Island","Central Vancouver Island",4,4.57
2020-12-14,"BC","Vancouver Island","North Vancouver Island",2,1.57
2020-12-14,"BC","Vancouver Island","South Vancouver Island",2,2.29
2020-12-14,"Out of Canada","Out of Canada","Out of Canada",2,0.57
2020-12-15,"BC","All","All",586,664.57
2020-12-15,"BC","Fraser","All",355,425.14
2020-12-15,"BC","Fraser","Fraser East",85,78.71
2020-12-15,"BC","Fraser","Fraser North",72,85.57
2020-12-15,"BC","Fraser","Fraser South",198,260.86
2020-12-15,"BC","Fraser","Unknown",0,0
2020-12-15,"BC","Interior","All",86,84.71
2020-12-15,"BC","Interior","East Kootenay",2,3.14
2020-12-15,"BC","Interior","Kootenay Boundary",13,4.71
2020-12-15,"BC","Interior","Okanagan",62,69.43
2020-12-15,"BC","Interior","Thompson Cariboo Shuswap",9,7.43
2020-12-15,"BC","Northern","All",32,36.43
2020-12-15,"BC","Northern","Northeast",2,5.71
2020-12-15,"BC","Northern","Northern Interior",22,21.57
2020-12-15,"BC","Northern","Northwest",8,9.14
2020-12-15,"BC","Northern","Unknown",0,0
2020-12-15,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-15,"BC","Vancouver Coastal","All",107,110
2020-12-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,17.71
2020-12-15,"BC","Vancouver Coastal","Richmond",19,14.71
2020-12-15,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-15,"BC","Vancouver Coastal","Vancouver",74,77.29
2020-12-15,"BC","Vancouver Island","All",6,8.29
2020-12-15,"BC","Vancouver Island","Central Vancouver Island",2,4.43
2020-12-15,"BC","Vancouver Island","North Vancouver Island",1,1.57
2020-12-15,"BC","Vancouver Island","South Vancouver Island",3,2.29
2020-12-15,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2020-12-16,"BC","All","All",634,646.14
2020-12-16,"BC","Fraser","All",390,411.57
2020-12-16,"BC","Fraser","Fraser East",80,79
2020-12-16,"BC","Fraser","Fraser North",84,81.14
2020-12-16,"BC","Fraser","Fraser South",226,251.43
2020-12-16,"BC","Fraser","Unknown",0,0
2020-12-16,"BC","Interior","All",50,79.71
2020-12-16,"BC","Interior","East Kootenay",0,2.71
2020-12-16,"BC","Interior","Kootenay Boundary",1,4.29
2020-12-16,"BC","Interior","Okanagan",41,64.71
2020-12-16,"BC","Interior","Thompson Cariboo Shuswap",8,8
2020-12-16,"BC","Northern","All",52,38.14
2020-12-16,"BC","Northern","Northeast",18,6.71
2020-12-16,"BC","Northern","Northern Interior",24,22
2020-12-16,"BC","Northern","Northwest",10,9.43
2020-12-16,"BC","Northern","Unknown",0,0
2020-12-16,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-16,"BC","Vancouver Coastal","All",141,109.57
2020-12-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,17.57
2020-12-16,"BC","Vancouver Coastal","Richmond",33,16.86
2020-12-16,"BC","Vancouver Coastal","Unknown",1,0.43
2020-12-16,"BC","Vancouver Coastal","Vancouver",87,74.71
2020-12-16,"BC","Vancouver Island","All",1,7.14
2020-12-16,"BC","Vancouver Island","Central Vancouver Island",1,3.57
2020-12-16,"BC","Vancouver Island","North Vancouver Island",0,1.43
2020-12-16,"BC","Vancouver Island","South Vancouver Island",0,2.14
2020-12-16,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-12-17,"BC","All","All",622,624.43
2020-12-17,"BC","Fraser","All",412,399.43
2020-12-17,"BC","Fraser","Fraser East",100,80.86
2020-12-17,"BC","Fraser","Fraser North",77,80.71
2020-12-17,"BC","Fraser","Fraser South",235,237.86
2020-12-17,"BC","Fraser","Unknown",0,0
2020-12-17,"BC","Interior","All",54,71.57
2020-12-17,"BC","Interior","East Kootenay",2,2.43
2020-12-17,"BC","Interior","Kootenay Boundary",4,4
2020-12-17,"BC","Interior","Okanagan",45,58.29
2020-12-17,"BC","Interior","Thompson Cariboo Shuswap",3,6.86
2020-12-17,"BC","Northern","All",41,38.71
2020-12-17,"BC","Northern","Northeast",3,6.29
2020-12-17,"BC","Northern","Northern Interior",26,22.43
2020-12-17,"BC","Northern","Northwest",12,10
2020-12-17,"BC","Northern","Unknown",0,0
2020-12-17,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-12-17,"BC","Vancouver Coastal","All",107,107.29
2020-12-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",16,17.14
2020-12-17,"BC","Vancouver Coastal","Richmond",11,15.57
2020-12-17,"BC","Vancouver Coastal","Unknown",0,0.29
2020-12-17,"BC","Vancouver Coastal","Vancouver",80,74.29
2020-12-17,"BC","Vancouver Island","All",8,7.43
2020-12-17,"BC","Vancouver Island","Central Vancouver Island",0,2.86
2020-12-17,"BC","Vancouver Island","North Vancouver Island",1,1.57
2020-12-17,"BC","Vancouver Island","South Vancouver Island",7,3
2020-12-17,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-12-18,"BC","All","All",640,613.86
2020-12-18,"BC","Fraser","All",420,391.71
2020-12-18,"BC","Fraser","Fraser East",102,84.57
2020-12-18,"BC","Fraser","Fraser North",73,73.86
